Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0002483513;1;;1;0090016200;G024G1;1;727122530R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002483513;1;;1;0090016200;G024G1;1;727120607R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903000808R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903007468R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002483513;1;;1;0090016200;G024G1;1;727124495R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903006139R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903010220R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903012344R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903002365R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0024164516;2;;2;0090016200;G024G1;1;903003594R;202307071215;P188030403;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
