Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P180038101;P180038101_1;A;0;0;0;1920;1200;2955
P180038101;P180038101_2;B;0;1200;0;1000;2400;2835
P180038101;P180038101_3;C;1000;1240;0;2920;2440;2955
P180038101;P180038101_4;D;1920;0;0;3840;1200;2955
P180038101;P180038101_5;E;2920;1240;0;3920;2440;975
P180038101;P180038101_6;F;3920;40;0;5840;1240;2955
P180038101;P180038101_7;G;3920;1240;0;5840;2440;2955
P180038101;P180038101_8;H;5840;0;0;7040;1920;2955
P180038101;P180038101_9;I;7040;0;0;8960;1200;2955
P180038101;P180038101_10;J;7040;1240;0;8960;2440;2955
P180038101;P180038101_11;K;8960;40;0;10880;1240;2955
P180038101;P180038101_12;L;8960;1240;0;10880;2440;2955
P180038101;P180038101_13;M;10880;0;0;12800;1200;2955
P180038101;P180038101_14;N;10880;1240;0;12800;2440;2955
