Item ident;Id truck;Id stack;Item code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
0090016900_08062023044980;P192065807;P192065807_1;A1;0;240;0;1200;1240;975
0090016900_08062023014155;P192065807;P192065807_1;A2;0;240;975;1200;1240;1905
0090016900_08062023039535;P192065807;P192065807_1;A3;0;240;1905;1200;1240;2835
0090016900_08062023007961;P192065807;P192065807_2;B1;0;1240;0;1600;2440;750
0090016900_08062023011766;P192065807;P192065807_2;B2;0;1240;750;1600;2440;1455
0090016900_08062023011766;P192065807;P192065807_2;B3;0;1240;1455;1600;2440;2160
0090016900_08062023020790;P192065807;P192065807_2;B4;0;1240;2160;1600;2440;2865
0090016900_08062023020660;P192065807;P192065807_3;C1;1200;0;0;2207;1209;750
0090016900_08062023033559;P192065807;P192065807_3;C2;1200;0;750;2207;1209;1475
0090016900_08062023041562;P192065807;P192065807_3;C3;1200;0;1475;2207;1209;2200
0090016900_08062023007961;P192065807;P192065807_4;D1;1600;1209;0;3200;2409;750
0090016900_08062023011766;P192065807;P192065807_4;D2;1600;1209;750;3200;2409;1455
0090016900_08062023029658;P192065807;P192065807_4;D3;1600;1209;1455;3200;2409;2160
0090016900_08062023029658;P192065807;P192065807_4;D4;1600;1209;2160;3200;2409;2865
0090016900_08062023007084;P192065807;P192065807_5;E1;2207;0;0;3214;1209;750
0090016900_08062023030247;P192065807;P192065807_5;E2;2207;0;750;3214;1209;1475
0090016900_08062023036287;P192065807;P192065807_5;E3;2207;0;1475;3214;1209;2200
0090016900_08062023038023;P192065807;P192065807_5;E4;2207;0;2200;3214;1209;2925
0090016900_08062023036061;P192065807;P192065807_6;F1;3214;0;0;5314;2400;1490
0090016900_08062023036125;P192065807;P192065807_6;F2;3214;0;1490;5314;2400;2935
0090016900_08062023036061;P192065807;P192065807_7;G1;5314;0;0;7414;2400;1490
0090016900_08062023036061;P192065807;P192065807_7;G2;5314;0;1490;7414;2400;2935
0090016900_08062023036061;P192065807;P192065807_8;H1;7414;0;0;9514;2400;1490
0090016900_08062023036125;P192065807;P192065807_8;H2;7414;0;1490;9514;2400;2935
0090016900_08062023007961;P192065807;P192065807_9;I1;9514;0;0;11114;1200;750
0090016900_08062023011766;P192065807;P192065807_9;I2;9514;0;750;11114;1200;1455
0090016900_08062023020790;P192065807;P192065807_9;I3;9514;0;1455;11114;1200;2160
0090016900_08062023029658;P192065807;P192065807_9;I4;9514;0;2160;11114;1200;2865
0090016900_08062023007961;P192065807;P192065807_10;J1;9514;1209;0;11114;2409;750
0090016900_08062023020790;P192065807;P192065807_10;J2;9514;1209;750;11114;2409;1455
0090016900_08062023020790;P192065807;P192065807_10;J3;9514;1209;1455;11114;2409;2160
0090016900_08062023029658;P192065807;P192065807_10;J4;9514;1209;2160;11114;2409;2865
0090016900_08062023036061;P192065807;P192065807_11;K1;11114;0;0;13214;2400;1490
0090016900_08062023036125;P192065807;P192065807_11;K2;11114;0;1490;13214;2400;2935
