Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0043339700;1;;1;0090018000;X1;1;809006596R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;829002938R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;829015080R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809015097R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809015570R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809006613R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809000868R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809011752R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809007337R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;829013154R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;769140361R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;769134211R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;829015765R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;850183639R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809014542R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809010935R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809006357R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809010183R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;829001375R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;620727925R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;809002652R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0043339700;1;;1;0090018000;X1;1;829008403R;202307310630;P212738701;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
