Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P166069101;P166069101_1;A;0;0;0;1200;2400;2460
P166069101;P166069101_2;B;1200;0;0;2400;2400;2460
P166069101;P166069101_3;C;2400;0;0;4200;1200;2340
P166069101;P166069101_4;D;2400;1240;0;4800;2440;2460
P166069101;P166069101_5;E;4200;0;0;6600;1200;2000
P166069101;P166069101_6;F;4800;1240;0;7200;2440;2000
P166069101;P166069101_7;G;6600;0;0;9000;1200;2500
P166069101;P166069101_8;H;7200;1240;0;9600;2440;2460
P166069101;P166069101_9;I;9000;0;0;11400;1200;2460
P166069101;P166069101_10;J;9600;1240;0;12000;2440;2460
P166069101;P166069101_11;K;12000;0;0;13200;2400;1900
