Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P199730301;P199730301_1;A;0;0;0;1000;1200;2610
P199730301;P199730301_2;B;0;1300;0;1000;2500;2835
P199730301;P199730301_3;C;1000;0;0;2200;1000;1875
P199730301;P199730301_4;D;1000;1500;0;2200;2500;2434
P199730301;P199730301_5;E;2200;0;0;3400;1000;2718
P199730301;P199730301_6;F;2200;1500;0;3400;2500;1975
P199730301;P199730301_7;G;3400;0;0;4600;1000;2220
P199730301;P199730301_8;H;3400;1300;0;4400;2500;2835
P199730301;P199730301_9;I;4400;1300;0;6000;2500;2835
P199730301;P199730301_10;J;4600;0;0;5600;1200;2835
P199730301;P199730301_11;K;5600;100;0;7200;1300;2835
P199730301;P199730301_12;L;6000;1300;0;7200;2300;1416
P199730301;P199730301_13;M;7200;300;0;8400;1300;1377
P199730301;P199730301_14;N;7200;1300;0;8800;2500;1905
P199730301;P199730301_15;O;8800;300;0;10000;1300;1815
P199730301;P199730301_16;P;8800;1300;0;10400;2500;2835
P199730301;P199730301_17;Q;10000;100;0;11900;1300;2160
P199730301;P199730301_18;R;10400;1300;0;12000;2500;1905
P199730301;P199730301_19;S;12000;300;0;13200;1300;2872
P199730301;P199730301_20;T;12000;1300;0;13000;2500;2835
P199730301;P199730301_21;U;13000;1300;0;14000;2500;2835
