Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000034;0043339700;;0090018000;X1;850448064R;ECA---0021;1;1200;1000;459;64,650;0;GERB--3551_1200_1000;none;202308030000;202308040750;7;100
0090018000_08062023000143;0043339700;;0090018000;X1;638A89206R;ECA---0021;1;1200;1000;1057;125,190;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023000209;0043339700;;0090018000;X1;623103138R;SLI---0770;3;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023000597;0043339700;;0090018000;X1;620846124R;SLI---0770;1;1200;1000;975;191,520;45;GERB--1213_1200_1000;none;202308030000;202308040750;5;100
0090018000_08062023001493;0043339700;;0090018000;X1;849E48293R;ECA---0021;1;1200;1000;259;23,316;0;GERB--3551_1200_1000;none;202308030000;202308040750;32;100
0090018000_08062023001522;0043339700;;0090018000;X1;638A97082R;ECA---0021;1;1200;1000;1057;125,190;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023001624;0043339700;;0090018000;X1;748144265R;SLI---1271;1;1600;1200;975;245,000;45;GERB--1613_1600_1200;none;202308030000;202308040750;3;100
0090018000_08062023002347;0043339700;;0090018000;X1;849934312R;SLI---0771;1;1200;1000;975;155,680;45;GERB--1213_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023002610;0043339700;;0090018000;X1;985P33421R;ECA---0021;1;1200;1000;359;129,655;0;GERB--3551_1200_1000;none;202308030000;202308040750;42;100
0090018000_08062023003160;0043339700;;0090018000;X1;622542316R;SLI---0770;2;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023003328;0043339700;;0090018000;X1;484717353R;ECA---0021;1;1200;1000;359;51,500;0;GERB--3551_1200_1000;none;202308030000;202308040750;14;100
0090018000_08062023003407;0043339700;;0090018000;X1;620936395R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023003435;0043339700;;0090018000;X1;985P18630R;ECA---0021;1;1200;1000;459;49,230;0;GERB--3551_1200_1000;none;202308030000;202308040750;6;100
0090018000_08062023003718;0043339700;;0090018000;X1;969105550R;SLI---0770;1;1200;1000;975;161,480;45;GERB--1213_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023003921;0043339700;;0090018000;X1;251632713R;ECA---0021;1;1200;1000;459;47,250;0;GERB--3551_1200_1000;none;202308030000;202308040750;6;100
0090018000_08062023004017;0043339700;;0090018000;X1;269161639R;ECA---0021;1;1200;1000;421;47,022;0;GERB--3551_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023004922;0043339700;;0090018000;X1;769370345R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202308030000;202308040750;1;100
0090018000_08062023005032;0043339700;;0090018000;X1;628111488R;ECA---0021;1;1200;1000;459;53,320;0;GERB--3551_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023005440;0043339700;;0090018000;X1;269115341R;ECA---0021;1;1200;1000;421;46,866;0;GERB--3551_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023005542;0043339700;;0090018000;X1;769364393R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202308040000;202308070750;1;100
0090018000_08062023005554;0043339700;;0090018000;X1;769151408R;SLI---0770;2;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202308030000;202308040750;1;100
0090018000_08062023005952;0043339700;;0090018000;X1;620727808R;SLI---1271;7;1600;1200;975;166,392;45;GERB--1613_1600_1200;none;202308030000;202308040750;1;100
0090018000_08062023006381;0043339700;;0090018000;X1;985P07857R;ECA---0021;1;1200;1000;459;46,760;0;GERB--3551_1200_1000;none;202308030000;202308040750;13;100
0090018000_08062023006563;0043339700;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023006664;0043339700;;0090018000;X1;363155749R;ECA---0021;1;1200;1000;1155;127,300;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023006776;0043339700;;0090018000;X1;769166933R;SLI---0770;2;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202308030000;202308040750;1;100
0090018000_08062023006909;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;1057;109,680;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023007200;0043339700;;0090018000;X1;684705723R;ECA---0021;1;1200;1000;359;21,312;0;GERB--3551_1200_1000;none;202308030000;202308040750;40;100
0090018000_08062023007683;0043339700;;0090018000;X1;850700639R;SLI---1271;2;1600;1200;975;187,720;45;GERB--1613_1600_1200;none;202308030000;202308040750;3;100
0090018000_08062023008510;0043339700;;0090018000;X1;484722442R;ECA---0021;1;1200;1000;1057;98,310;0;GERB--3551_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023008688;0043339700;;0090018000;X1;684106814R;ECA---0021;1;1200;1000;359;46,175;0;GERB--3551_1200_1000;none;202308030000;202308040750;29;100
0090018000_08062023008818;0043339700;;0090018000;X1;620927800R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023008959;0043339700;;0090018000;X1;769362610R;SLI---0601;3;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023009548;0043339700;;0090018000;X1;623124479R;ECA---0021;1;1200;1000;1057;99,900;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023009551;0043339700;;0090018000;X1;681328547R;SLI---0601;4;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023010216;0043339700;;0090018000;X1;969419281R;ECA---0021;2;1200;1000;1057;82,200;0;GERB--3551_1200_1000;none;202308030000;202308040750;5;100
0090018000_08062023011053;0043339700;;0090018000;X1;769346765R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023011156;0043339700;;0090018000;X1;682605480R;ECA---0021;1;1200;1000;758;71,280;0;GERB--3551_1200_1000;none;202308030000;202308040750;19;100
0090018000_08062023011484;0043339700;;0090018000;X1;769377743R;SLI---0601;3;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023011963;0043339700;;0090018000;X1;769364393R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202308030000;202308040750;1;100
0090018000_08062023011982;0043339700;;0090018000;X1;850908990R;SLI---1271;2;1600;1200;975;197,164;45;GERB--1613_1600_1200;none;202308030000;202308040750;3;100
0090018000_08062023012108;0043339700;;0090018000;X1;768518016R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202308030000;202308040750;5;100
0090018000_08062023012158;0043339700;;0090018000;X1;462678493R;SLI---1271;1;1600;1200;975;246,900;45;GERB--1613_1600_1200;none;202308030000;202308040750;4;100
0090018000_08062023013363;0043339700;;0090018000;X1;909006477R;SLI---0770;6;1200;1000;975;142,590;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
0090018000_08062023013550;0043339700;;0090018000;X1;638754730R;ECA---0021;1;1200;1000;1057;114,480;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023013581;0043339700;;0090018000;X1;601989787R;ECA---0021;1;1200;1000;459;47,140;0;GERB--3551_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023013824;0043339700;;0090018000;X1;623108550R;SLI---0770;1;1200;1000;975;160,680;45;GERB--1213_1200_1000;none;202308030000;202308040750;3;100
0090018000_08062023014030;0043339700;;0090018000;X1;638749879R;ECA---0021;1;1200;1000;1057;114,480;0;GERB--3551_1200_1000;none;202308030000;202308040750;4;100
0090018000_08062023014096;0043339700;;0090018000;X1;623103505R;SLI---0770;1;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202308030000;202308040750;2;100
