Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P199730301;P199730301_1;A;0;0;0;1900;1200;2160
P199730301;P199730301_2;B;0;1300;0;1000;2500;2793
P199730301;P199730301_3;C;1000;1300;0;2000;2500;2835
P199730301;P199730301_4;D;1900;0;0;2900;1200;2835
P199730301;P199730301_5;E;2000;1300;0;3000;2500;2913
P199730301;P199730301_6;F;2900;0;0;3900;1200;2835
P199730301;P199730301_7;G;3000;1300;0;4600;2500;2835
P199730301;P199730301_8;H;3900;0;0;4900;1200;2865
P199730301;P199730301_9;I;4600;1300;0;5600;2500;2835
P199730301;P199730301_10;J;4900;0;0;5900;1200;2835
P199730301;P199730301_11;K;5600;1300;0;6600;2500;2758
P199730301;P199730301_12;L;5900;0;0;6900;1200;2758
P199730301;P199730301_13;M;6600;1300;0;7600;2500;2865
P199730301;P199730301_14;N;6900;0;0;7900;1200;2932
P199730301;P199730301_15;O;7600;1300;0;8600;2500;2835
P199730301;P199730301_16;P;7900;0;0;8900;1200;2835
P199730301;P199730301_17;Q;8600;1300;0;9600;2500;2835
P199730301;P199730301_18;R;8900;0;0;9900;1200;2835
P199730301;P199730301_19;S;9600;1300;0;11200;2500;2835
P199730301;P199730301_20;T;9900;0;0;11500;1200;2835
P199730301;P199730301_21;U;11200;1300;0;12800;2500;2835
P199730301;P199730301_22;V;11500;0;0;12500;1200;2835
P199730301;P199730301_23;W;12500;0;0;13500;1200;2434
P199730301;P199730301_24;X;12800;1300;0;13800;2500;2565
P199730301;P199730301_25;Y;13500;0;0;14500;1200;2114
P199730301;P199730301_26;Z;13800;1300;0;14800;2500;1905
