Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_08062023000914;0000679301;;0090016900;169GB-20;821009831R;MTEM--4633;3;1800;1200;2340;551,344;45;GERB--0088_1800_1200;none;202306160000;202306211610;10;100
0090016900_08062023005299;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202306160000;202306210905;4;100
0090016900_08062023013567;0000679301;;0090016900;169GB-20;8200689576;MTEM--4632;1;1800;1200;2340;522,536;45;GERB--0088_1800_1200;none;202306160000;202306210905;10;100
0090016900_08062023017571;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202306160000;202306211750;4;100
0090016900_08062023020722;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202306160000;202306211610;4;100
0090016900_08062023023328;0000679301;;0090016900;169GB-20;821009831R;MTEM--4633;5;1800;1200;2340;551,344;45;GERB--0088_1800_1200;none;202306160000;202306210905;10;100
0090016900_08062023026217;0000679301;;0090016900;169GB-20;821002826R;MTEM--4633;1;1800;1200;2340;479,544;45;GERB--0088_1800_1200;none;202306160000;202306210905;9;100
0090016900_08062023034015;0000679301;;0090016900;169GB-20;8200689547;MTEM--4632;1;1800;1200;2340;550,536;45;GERB--0088_1800_1200;none;202306160000;202306210905;10;100
0090016900_08062023034507;0000679301;;0090016900;169GB-20;821005353R;MTEM--4633;1;1800;1200;2340;523,344;45;GERB--0088_1800_1200;none;202306160000;202306210905;10;100
0090016900_08062023037635;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;1;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202306160000;202306211205;15;100
