Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P213752701;P213752701_1;A;0;205;0;1200;1205;2732
P213752701;P213752701_2;B;1200;5;0;2200;1205;2790
P213752701;P213752701_3;C;1200;1205;0;2200;2405;2835
P213752701;P213752701_4;D;2200;0;0;3200;1200;2610
P213752701;P213752701_5;E;2200;1205;0;3400;2205;2835
P213752701;P213752701_6;F;3200;0;0;4400;1000;2932
P213752701;P213752701_7;G;3400;1205;0;4400;2405;2835
P213752701;P213752701_8;H;4400;0;0;6005;1205;2855
P213752701;P213752701_9;I;4400;1205;0;5400;2405;2520
P213752701;P213752701_10;J;5400;1205;0;6400;2405;2745
P213752701;P213752701_11;K;6005;205;0;7205;1205;2790
P213752701;P213752701_12;L;7205;1205;0;8205;2405;2865
P213752701;P213752701_13;M;8205;1205;0;9205;2405;2835
P213752701;P213752701_14;N;9205;5;0;10205;1205;2745
P213752701;P213752701_15;O;9205;1205;0;10205;2405;2790
P213752701;P213752701_16;P;10205;5;0;11205;1205;2790
P213752701;P213752701_17;Q;10205;1205;0;11405;2205;2835
P213752701;P213752701_18;R;11205;0;0;12405;1000;2835
P213752701;P213752701_19;S;11405;1205;0;12605;2205;2334
P213752701;P213752701_20;T;12405;0;0;13605;1000;2818
P213752701;P213752701_21;U;12605;1205;0;13605;2405;2835
P213752701;P213752701_22;V;13605;5;0;14605;1205;2835
