Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P208069007;P208069007_1;A;0;0;0;1800;1200;2340
P208069007;P208069007_2;B;0;1200;0;1800;2400;2340
P208069007;P208069007_3;C;1800;0;0;3000;1200;2200
P208069007;P208069007_4;D;1800;1240;0;3600;2440;2340
P208069007;P208069007_5;E;3600;40;0;6000;1240;2460
P208069007;P208069007_6;F;3600;1240;0;6000;2440;1620
P208069007;P208069007_7;G;6000;0;0;8400;1200;1620
P208069007;P208069007_8;H;6000;1200;0;8400;2400;1620
P208069007;P208069007_9;I;8400;0;0;10800;1200;1620
P208069007;P208069007_10;J;8400;1200;0;10800;2400;1620
P208069007;P208069007_11;K;10800;0;0;13200;1200;1620
P208069007;P208069007_12;L;10800;1200;0;13200;2400;1620
