Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P240036803;P240036803_1;A;0;0;0;1010;1206;2651
P240036803;P240036803_2;B;0;1209;0;1010;2415;2936
P240036803;P240036803_3;C;1010;3;0;2020;1209;2166
P240036803;P240036803_4;D;1010;1212;0;2020;2418;2166
P240036803;P240036803_5;E;2020;0;0;3030;1206;2422
P240036803;P240036803_6;F;2020;1209;0;3226;2219;2362
P240036803;P240036803_7;G;3226;0;0;4233;1209;1955
P240036803;P240036803_8;H;3226;1212;0;4236;2418;2362
P240036803;P240036803_9;I;4233;0;0;5240;1209;2920
P240036803;P240036803_10;J;4236;1209;0;5236;2409;2835
P240036803;P240036803_11;K;5240;0;0;6247;1209;2920
P240036803;P240036803_12;L;5240;1209;0;6247;2418;2920
P240036803;P240036803_13;M;6247;202;0;7456;1209;2920
P240036803;P240036803_14;N;6247;1212;0;7257;2418;2422
P240036803;P240036803_15;O;7257;1209;0;8264;2418;2920
P240036803;P240036803_16;P;7456;0;0;8466;1206;2166
P240036803;P240036803_17;Q;8264;1218;0;9864;2418;1815
P240036803;P240036803_18;R;8466;0;0;9476;1206;2166
P240036803;P240036803_19;S;9476;0;0;10476;1200;2835
P240036803;P240036803_20;T;9864;1218;0;11464;2418;2700
P240036803;P240036803_21;U;10476;0;0;11476;1200;1905
P240036803;P240036803_22;V;11464;1209;0;12471;2418;2920
P240036803;P240036803_23;W;11476;0;0;12486;1206;2166
P240036803;P240036803_24;X;12471;1212;0;13481;2418;2166
P240036803;P240036803_25;Y;12486;0;0;13496;1206;2362
