Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000386;0043339700;;0090018000;X1;623103138R;SLI---0770;1;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023000496;0043339700;;0090018000;X1;769135803R;ECA---0021;1;1200;1000;943;94,680;0;GERB--3551_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023000937;0043339700;;0090018000;X1;849934312R;SLI---0771;1;1200;1000;975;155,680;45;GERB--1213_1200_1000;none;202307270000;202307280750;4;100
0090018000_08062023001523;0043339700;;0090018000;X1;769166933R;SLI---0770;2;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202307270000;202307280750;1;100
0090018000_08062023001545;0043339700;;0090018000;X1;769149350R;ECA---0021;1;1200;1000;943;94,860;0;GERB--3551_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023001609;0043339700;;0090018000;X1;622542316R;SLI---0770;3;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202307270000;202307280750;3;100
0090018000_08062023002184;0043339700;;0090018000;X1;985P27684R;ECA---0021;1;1200;1000;359;51,655;0;GERB--3551_1200_1000;none;202307270000;202307280750;44;100
0090018000_08062023002467;0043339700;;0090018000;X1;769364393R;SLI---0770;6;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202307270000;202307280750;1;100
0090018000_08062023002658;0043339700;;0090018000;X1;684100207R;ECA---0021;1;1200;1000;359;46,900;0;GERB--3551_1200_1000;none;202307270000;202307280750;18;100
0090018000_08062023003031;0043339700;;0090018000;X1;638754730R;ECA---0021;1;1200;1000;1057;114,480;0;GERB--3551_1200_1000;none;202307270000;202307280750;4;100
0090018000_08062023003131;0043339700;;0090018000;X1;620727808R;SLI---1271;7;1600;1200;975;166,392;45;GERB--1613_1600_1200;none;202307270000;202307280750;1;100
0090018000_08062023003372;0043339700;;0090018000;X1;484722442R;ECA---0021;1;1200;1000;1057;98,310;0;GERB--3551_1200_1000;none;202307270000;202307280750;3;100
0090018000_08062023003585;0043339700;;0090018000;X1;620846124R;SLI---0770;1;1200;1000;975;191,520;45;GERB--1213_1200_1000;none;202307270000;202307280750;5;100
0090018000_08062023003816;0043339700;;0090018000;X1;849E48293R;ECA---0021;1;1200;1000;259;20,658;0;GERB--3551_1200_1000;none;202307270000;202307280750;16;100
0090018000_08062023004205;0043339700;;0090018000;X1;769364393R;SLI---0770;2;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202307280000;202307310750;1;100
0090018000_08062023004229;0043339700;;0090018000;X1;769346765R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023004775;0043339700;;0090018000;X1;768503371R;SLI---1101;2;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307270000;202307280750;5;100
0090018000_08062023004842;0043339700;;0090018000;X1;638749879R;ECA---0021;1;1200;1000;1057;114,480;0;GERB--3551_1200_1000;none;202307270000;202307280750;4;100
0090018000_08062023004853;0043339700;;0090018000;X1;623103505R;SLI---0770;2;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023005684;0043339700;;0090018000;X1;251632713R;ECA---0021;1;1200;1000;459;47,250;0;GERB--3551_1200_1000;none;202307270000;202307280750;6;100
0090018000_08062023005690;0043339700;;0090018000;X1;620936395R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023006866;0043339700;;0090018000;X1;969417205R;ECA---0021;1;1200;1000;1057;82,200;0;GERB--3551_1200_1000;none;202307270000;202307280750;3;100
0090018000_08062023007133;0043339700;;0090018000;X1;768518016R;SLI---1101;2;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307270000;202307280750;5;100
0090018000_08062023007361;0043339700;;0090018000;X1;850700639R;SLI---1271;2;1600;1200;975;187,720;45;GERB--1613_1600_1200;none;202307270000;202307280750;3;100
0090018000_08062023007622;0043339700;;0090018000;X1;768511707R;ECA---0021;1;1200;1000;459;64,840;0;GERB--3551_1200_1000;none;202307270000;202307280750;7;100
0090018000_08062023007706;0043339700;;0090018000;X1;261A20711R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202307270000;202307280750;5;100
0090018000_08062023007870;0043339700;;0090018000;X1;275006863R;ECA---0021;1;1200;1000;1057;123,150;0;GERB--3551_1200_1000;none;202307270000;202307280750;7;100
0090018000_08062023008182;0043339700;;0090018000;X1;769362610R;SLI---0601;4;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023008239;0043339700;;0090018000;X1;261A36272R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202307270000;202307280750;5;100
0090018000_08062023008684;0043339700;;0090018000;X1;768518016R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307280000;202307310750;5;100
0090018000_08062023008705;0043339700;;0090018000;X1;769151408R;SLI---0770;2;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202307270000;202307280750;1;100
0090018000_08062023009596;0043339700;;0090018000;X1;682603635R;ECA---0021;1;1200;1000;758;76,040;0;GERB--3551_1200_1000;none;202307270000;202307280750;16;100
0090018000_08062023010050;0043339700;;0090018000;X1;769377743R;SLI---0601;3;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023010234;0043339700;;0090018000;X1;620927800R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023010238;0043339700;;0090018000;X1;628174300R;ECA---0021;1;1200;1000;459;22,740;0;GERB--3551_1200_1000;none;202307270000;202307280750;3;100
0090018000_08062023010255;0043339700;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023010266;0043339700;;0090018000;X1;764368735R;ECA---0021;1;1200;1000;459;64,840;0;GERB--3551_1200_1000;none;202307270000;202307280750;7;100
0090018000_08062023010272;0043339700;;0090018000;X1;684709891R;ECA---0021;1;1200;1000;359;21,600;0;GERB--3551_1200_1000;none;202307270000;202307280750;40;100
0090018000_08062023010338;0043339700;;0090018000;X1;809543514R;ECA---0021;1;1200;1000;359;54,165;0;GERB--3551_1200_1000;none;202307270000;202307280750;93;100
0090018000_08062023010491;0043339700;;0090018000;X1;850908990R;SLI---1271;2;1600;1200;975;197,164;45;GERB--1613_1600_1200;none;202307270000;202307280750;3;100
0090018000_08062023010665;0043339700;;0090018000;X1;623108550R;SLI---0770;1;1200;1000;975;160,680;45;GERB--1213_1200_1000;none;202307270000;202307280750;3;100
0090018000_08062023010851;0043339700;;0090018000;X1;909006477R;SLI---0770;7;1200;1000;975;142,590;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
0090018000_08062023011385;0043339700;;0090018000;X1;985P18630R;ECA---0021;1;1200;1000;459;54,250;0;GERB--3551_1200_1000;none;202307270000;202307280750;6;100
0090018000_08062023011623;0043339700;;0090018000;X1;462678493R;SLI---1271;1;1600;1200;975;246,900;45;GERB--1613_1600_1200;none;202307270000;202307280750;4;100
0090018000_08062023011715;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;1057;109,680;0;GERB--3551_1200_1000;none;202307270000;202307280750;4;100
0090018000_08062023011774;0043339700;;0090018000;X1;620724647R;SLI---0770;1;1200;1000;975;143,250;45;GERB--1213_1200_1000;none;202307270000;202307280750;14;100
0090018000_08062023012292;0043339700;;0090018000;X1;363155749R;ECA---0021;1;1200;1000;1155;127,300;0;GERB--3551_1200_1000;none;202307270000;202307280750;4;100
0090018000_08062023013417;0043339700;;0090018000;X1;850452398R;ECA---0021;1;1200;1000;459;64,650;0;GERB--3551_1200_1000;none;202307270000;202307280750;7;100
0090018000_08062023013838;0043339700;;0090018000;X1;769370345R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202307270000;202307280750;1;100
0090018000_08062023014568;0043339700;;0090018000;X1;681328547R;SLI---0601;3;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202307270000;202307280750;2;100
