Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0001925700;1;;1;0090016900;GRF1;1;280380707R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;685002697R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;681005125R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;684305630R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682113679R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;681014127R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;681005817R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;681E24103R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682000855R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682003366R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682116715R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;280381405R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;280389738R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682110116R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682112965R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682605388R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682103939R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;685006535R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;685004863R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682003577R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682000947R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;681325282R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;682603805R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001925700;1;;1;0090016900;GRF1;1;681008347R;202307251110;P206065813;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
