Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P205069305;P205069305_1;A;0;1660;0;570;2440;478
P205069305;P205069305_2;B;0;0;0;2400;1200;2500
P205069305;P205069305_3;C;570;1240;0;2970;2440;1900
P205069305;P205069305_4;D;2400;0;0;4200;1200;2400
P205069305;P205069305_5;E;2970;1240;0;5370;2440;2500
P205069305;P205069305_6;F;4200;0;0;6600;1200;2500
P205069305;P205069305_7;G;5370;1240;0;7770;2440;2500
P205069305;P205069305_8;H;6600;0;0;9000;1200;1900
P205069305;P205069305_9;I;7770;1240;0;10170;2440;1900
P205069305;P205069305_10;J;9000;0;0;11400;1200;1900
P205069305;P205069305_11;K;10170;1240;0;12570;2440;2855
